request_date,request_timestamp,warehouse_zone,aisle_number,shelf_level,distance_from_dock_meters,storage_type,active_retrievals_count,dock_queue_length,aisle_traffic_level,shift_hour,day_of_week,num_packages,total_weight_kg,requires_forklift,fragile_handling,num_aisles_to_visit,special_equipment_needed,operator_experience_years,operator_shift_fatigue,retrieval_time_minutes
2025-01-01,2025-01-01 16:37:56,Zone_B,19,Floor,197.7,pallet_rack,19,11.0,High,16,Wednesday,8,79.0,False,False,1,none,0.1,2.5,76.34
2025-07-03,2025-07-03 15:21:22,Zone_A,44,Floor,111.2,pallet_rack,20,13.0,High,15,Thursday,11,89.8,False,False,5,none,11.6,6.5,109.12
2025-11-24,2025-11-24 22:25:36,Zone_C,44,High,351.1,pallet_rack,11,11.0,High,22,Monday,7,202.0,True,False,6,none,2.4,7.2,202.94
2025-07-28,2025-07-28 12:40:19,Zone_A,24,Mid,117.2,bulk_floor,21,12.0,Low,12,Monday,17,53.7,True,False,1,none,2.2,4.0,60.47
2025-04-30,2025-04-30 16:34:14,Zone_D,3,Floor,500.0,pallet_rack,22,12.0,Low,16,Wednesday,6,389.5,False,False,1,none,3.6,0.9,133.35
2025-03-13,2025-03-13 16:25:19,Zone_B,30,High,212.8,bulk_floor,17,10.0,Low,16,Thursday,1,285.1,True,True,3,none,0.6,4.8,146.29
2025-09-17,2025-09-17 15:15:15,Zone_B,27,Mid,175.2,pallet_rack,16,3.0,Medium,15,Wednesday,18,82.3,True,False,3,hazmat_suit,2.0,11.2,120.75
2025-03-15,2025-03-15 01:19:51,Zone_C,24,Floor,263.8,bulk_floor,14,8.0,High,1,Saturday,5,94.5,False,False,1,none,0.5,2.4,88.17
2025-07-10,2025-07-10 08:51:09,Zone_A,6,Mid,81.4,bulk_floor,14,17.0,Medium,8,Thursday,11,514.2,False,False,7,none,2.9,1.3,155.41
2025-06-17,2025-06-17 08:54:04,Zone_A,1,Floor,91.9,cold_storage,29,13.0,High,8,Tuesday,8,19.6,False,True,2,none,1.1,2.6,127.39
2025-04-02,2025-04-02 19:53:53,Zone_D,24,Mid,361.4,pallet_rack,21,20.0,High,19,Wednesday,19,145.8,False,False,4,hazmat_suit,8.0,9.7,278.32
2025-03-07,2025-03-07 10:57:42,Zone_C,31,High,225.9,bulk_floor,0,0.0,Low,10,Friday,4,36.7,True,False,3,none,10.1,7.1,51.01
2025-03-05,2025-03-05 01:58:29,Zone_B,1,Mid,93.4,hazmat,12,0.0,Low,1,Wednesday,34,173.0,True,True,1,hazmat_suit,1.3,11.7,93.46
2025-03-24,2025-03-24 03:25:03,Zone_D,10,High,378.8,bulk_floor,14,4.0,High,3,Monday,12,40.6,True,False,3,none,4.0,0.4,121.93
2025-01-27,2025-01-27 09:21:57,Zone_A,6,Mid,86.5,bulk_floor,17,8.0,High,9,Monday,16,143.0,False,False,2,none,3.6,3.5,67.09
2025-02-08,2025-02-08 07:33:22,Zone_B,44,Mid,177.2,bulk_floor,24,14.0,High,7,Saturday,8,112.1,False,False,3,none,0.8,6.2,135.37
2025-04-27,2025-04-27 11:33:04,Zone_D,1,High,432.4,pallet_rack,19,9.0,Low,11,Sunday,16,205.6,True,False,2,none,12.6,7.8,148.65
2025-04-21,2025-04-21 11:52:25,Zone_A,10,Floor,32.4,pallet_rack,32,19.0,Medium,11,Monday,8,101.8,False,False,3,none,2.1,3.6,84.69
2025-10-27,2025-10-27 20:31:11,Zone_C,20,Mid,323.9,pallet_rack,12,10.0,High,20,Monday,36,361.2,False,True,3,none,11.7,,146.19
2025-10-13,2025-10-13 14:07:44,Zone_D,6,Mid,365.1,pallet_rack,8,2.0,Low,14,Monday,78,30.1,False,False,2,none,1.1,9.7,80.2
2025-03-04,2025-03-04 16:01:58,Zone_A,31,Floor,104.6,pallet_rack,23,2.0,Low,16,Tuesday,2,28.3,False,False,2,none,7.5,10.5,41.5
2025-02-19,2025-02-19 10:22:29,Zone_A,3,Floor,41.3,pallet_rack,14,7.0,Low,10,Wednesday,11,97.9,False,False,2,none,3.3,2.5,33.47
2025-02-03,2025-02-03 09:29:57,Zone_C,34,Mid,204.1,pallet_rack,21,19.0,Medium,9,Monday,34,171.1,False,False,1,none,4.2,6.8,84.58
2025-12-20,2025-12-20 13:32:25,Zone_C,23,Floor,315.1,pallet_rack,6,3.0,Medium,13,Saturday,17,94.9,False,False,2,none,0.6,1.2,60.05
2025-05-30,2025-05-30 16:08:37,Zone_C,38,Mid,193.7,hazmat,10,0.0,Low,16,Friday,10,109.6,True,True,2,hazmat_suit,2.9,8.2,97.51
2025-03-13,2025-03-13 10:26:40,Zone_B,2,Floor,161.0,pallet_rack,9,4.0,Medium,10,Thursday,3,89.8,False,False,1,none,1.8,,40.5
2025-11-11,2025-11-11 13:56:19,Zone_D,19,High,403.3,pallet_rack,23,13.0,Medium,13,Tuesday,8,68.6,True,False,2,none,0.2,7.5,214.31
2025-04-03,2025-04-03 21:41:01,Zone_C,47,Mid,312.7,cold_storage,23,18.0,Low,21,Thursday,55,445.2,False,True,2,cold_gear,8.6,,163.5
2025-10-29,2025-10-29 10:06:03,Zone_B,11,Floor,211.8,cold_storage,0,0.0,Low,10,Wednesday,28,107.4,False,False,3,cold_gear,8.8,4.4,79.59
2025-03-14,2025-03-14 09:51:48,Zone_A,23,Floor,96.9,bulk_floor,16,,Medium,9,Friday,14,96.0,False,False,5,none,3.3,4.5,73.3
2025-12-30,2025-12-30 11:30:35,Zone_C,13,Mid,254.6,pallet_rack,23,13.0,Medium,11,Tuesday,7,841.6,True,False,2,none,1.6,1.2,144.64
2025-02-04,2025-02-04 19:33:57,Zone_B,19,Floor,140.4,cold_storage,0,2.0,High,19,Tuesday,21,93.8,False,True,1,none,0.9,,88.45
2025-02-06,2025-02-06 18:05:59,Zone_C,38,Floor,258.6,cold_storage,0,0.0,Low,18,Thursday,72,33.2,False,True,1,cold_gear,10.2,3.8,78.64
2025-05-18,2025-05-18 19:47:37,Zone_C,11,High,289.8,cold_storage,18,6.0,High,19,Sunday,5,350.6,True,False,6,cold_gear,6.9,11.2,234.25
2025-02-10,2025-02-10 08:47:23,Zone_B,46,High,98.4,pallet_rack,0,4.0,Low,8,Monday,2,51.0,True,,7,none,0.8,10.6,85.43
2025-09-24,2025-09-24 10:22:05,Zone_D,2,Mid,405.6,cold_storage,19,11.0,Low,10,Wednesday,3,276.5,False,True,4,cold_gear,8.9,7.7,228.67
2025-02-10,2025-02-10 19:27:08,Zone_C,37,Floor,395.7,pallet_rack,32,25.0,Medium,19,Monday,3,40.3,False,False,1,none,3.6,10.2,122.62
2025-01-03,2025-01-03 17:19:01,Zone_D,1,High,323.7,bulk_floor,16,6.0,High,17,Friday,16,372.3,True,False,2,none,9.8,4.9,145.81
2025-09-02,2025-09-02 19:25:03,Zone_B,43,Mid,97.4,pallet_rack,17,18.0,High,19,Tuesday,9,53.1,False,False,10,none,2.7,3.4,206.94
2025-09-18,2025-09-18 16:29:36,Zone_A,38,Mid,5.0,pallet_rack,12,8.0,Low,16,Thursday,11,209.7,False,False,2,none,7.9,11.3,45.54
2025-12-30,2025-12-30 10:35:30,Zone_A,20,Mid,44.6,bulk_floor,5,7.0,High,10,Tuesday,13,277.9,True,False,7,none,0.7,1.0,142.35
2025-07-28,2025-07-28 16:51:15,Zone_C,47,Floor,302.8,bulk_floor,0,9.0,Low,16,Monday,32,120.7,False,False,6,none,4.8,1.4,104.97
2025-06-17,2025-06-17 05:45:53,Zone_C,27,Floor,236.0,pallet_rack,30,19.0,Medium,5,Tuesday,12,298.7,False,False,2,none,1.7,2.4,136.79
2025-09-08,2025-09-08 11:52:54,Zone_C,38,Floor,283.5,bulk_floor,27,16.0,Medium,11,Monday,14,278.1,False,False,1,none,3.2,10.9,123.4
2025-07-31,2025-07-31 12:40:34,Zone_B,22,Mid,230.8,cold_storage,20,14.0,High,12,Thursday,4,60.9,True,False,2,cold_gear,2.0,11.2,222.07
2025-08-25,2025-08-25 16:02:13,Zone_C,22,Floor,383.6,bulk_floor,25,16.0,Medium,16,Monday,10,68.2,False,False,1,none,4.9,4.3,138.19
2025-09-22,2025-09-22 18:30:20,Zone_D,20,High,411.1,bulk_floor,20,10.0,High,18,Monday,29,4.7,True,False,1,none,5.2,9.2,172.23
2025-10-30,2025-10-30 21:54:05,Zone_C,45,Mid,205.4,pallet_rack,0,0.0,Low,21,Thursday,11,21.9,False,False,4,none,0.5,11.4,68.12
2025-01-20,2025-01-20 20:01:28,Zone_C,33,Mid,321.0,pallet_rack,23,7.0,Medium,20,Monday,15,31.1,False,False,3,none,3.6,11.6,112.66
2025-11-03,2025-11-03 11:59:55,Zone_C,2,Mid,271.6,pallet_rack,17,3.0,High,11,Monday,15,92.7,False,False,1,none,2.1,1.2,69.33
2025-06-09,2025-06-09 06:06:31,Zone_B,9,Floor,139.8,pallet_rack,19,13.0,Medium,6,Monday,1,125.6,False,False,2,none,7.4,5.5,86.72
2025-12-24,2025-12-24 20:31:08,Zone_B,19,Mid,106.2,pallet_rack,8,5.0,High,20,Wednesday,8,50.6,True,False,5,none,4.2,3.0,93.68
2025-02-12,2025-02-12 07:09:39,Zone_B,11,Mid,175.2,bulk_floor,5,3.0,High,7,Wednesday,34,283.0,False,False,3,none,3.7,5.5,83.75
2025-10-18,2025-10-18 18:40:29,Zone_A,25,Mid,42.2,bulk_floor,15,4.0,Medium,18,Saturday,31,204.3,False,False,1,none,7.4,8.6,58.63
2025-09-29,2025-09-29 15:08:53,Zone_B,18,High,123.5,bulk_floor,6,0.0,High,15,Monday,5,83.4,True,False,2,none,2.2,7.7,90.28
2025-06-27,2025-06-27 15:08:45,Zone_B,15,High,129.8,hazmat,0,0.0,Medium,15,Friday,16,61.1,True,False,2,hazmat_suit,2.1,11.2,105.64
2025-02-18,2025-02-18 12:53:00,Zone_A,20,Floor,37.3,pallet_rack,15,10.0,High,12,Tuesday,5,20.3,False,False,3,none,5.7,11.8,83.43
2025-01-11,2025-01-11 19:41:05,Zone_B,24,High,151.5,pallet_rack,12,2.0,Medium,19,Saturday,78,181.7,True,False,1,none,1.2,3.2,76.0
2025-08-29,2025-08-29 23:37:51,Zone_A,7,Floor,56.1,pallet_rack,3,0.0,Low,23,Friday,14,86.4,False,False,2,hazmat_suit,1.9,0.7,39.08
2025-04-07,2025-04-07 08:47:49,Zone_B,11,Floor,177.9,bulk_floor,6,6.0,Medium,8,Monday,7,488.0,False,False,2,none,1.6,3.5,59.85
2025-12-18,2025-12-18 23:56:41,Zone_A,26,Floor,137.2,pallet_rack,29,22.0,Low,23,Thursday,33,35.2,True,,1,none,0.3,5.0,76.28
2025-01-21,2025-01-21 17:40:32,Zone_A,48,Floor,61.5,pallet_rack,21,12.0,Low,17,Tuesday,3,87.3,False,False,2,none,0.9,4.7,49.73
2025-12-05,2025-12-05 15:54:24,Zone_C,8,High,316.5,pallet_rack,7,7.0,Low,15,Friday,2,106.2,True,False,6,none,0.9,9.9,128.32
2025-01-25,2025-01-25 20:45:44,Zone_C,49,Floor,230.6,bulk_floor,27,12.0,Medium,20,Saturday,1,18.1,False,False,3,none,2.0,4.3,93.44
2025-04-07,2025-04-07 22:50:50,Zone_A,37,Mid,5.0,bulk_floor,5,6.0,High,22,Monday,6,16.2,False,False,7,none,6.5,4.6,96.74
2025-12-29,2025-12-29 10:19:13,Zone_A,3,Floor,5.0,bulk_floor,8,9.0,Low,10,Monday,20,259.7,True,False,7,none,9.2,11.9,107.31
2025-11-22,2025-11-22 23:43:37,Zone_A,36,Mid,95.0,cold_storage,15,10.0,Medium,23,Saturday,11,41.5,True,False,1,cold_gear,4.0,9.1,124.16
2025-07-21,2025-07-21 04:46:48,Zone_B,28,Floor,176.0,bulk_floor,16,8.0,Medium,4,Monday,60,816.0,True,False,1,none,12.1,1.4,75.16
2025-01-31,2025-01-31 17:26:53,Zone_B,24,High,134.8,pallet_rack,8,4.0,Medium,17,Friday,3,462.7,True,False,5,none,0.5,9.2,103.77
2025-09-18,2025-09-18 13:20:49,Zone_D,44,Mid,444.6,pallet_rack,15,3.0,Low,13,Thursday,23,165.2,False,False,3,none,11.0,5.8,120.91
2025-05-06,2025-05-06 04:13:35,Zone_B,26,Floor,160.6,cold_storage,10,5.0,High,4,Tuesday,10,1094.2,True,True,1,cold_gear,18.1,10.7,88.6
2025-03-01,2025-03-01 20:31:38,Zone_D,6,Mid,401.2,pallet_rack,13,8.0,Medium,20,Saturday,5,80.8,False,False,1,none,5.9,1.7,96.72
2025-11-12,2025-11-12 12:16:44,Zone_A,1,High,105.9,pallet_rack,18,11.0,Low,12,Wednesday,76,14.3,True,False,5,none,1.3,5.9,149.06
2025-04-12,2025-04-12 13:52:12,Zone_A,14,Floor,53.7,bulk_floor,15,1.0,Low,13,Saturday,26,183.1,False,True,1,none,0.7,2.1,40.12
2025-02-28,2025-02-28 18:49:27,Zone_A,28,High,5.0,hazmat,11,6.0,Low,18,Friday,2,146.6,True,True,2,hazmat_suit,7.9,4.2,114.75
2025-08-13,2025-08-13 17:24:50,Zone_C,18,Floor,292.5,bulk_floor,18,5.0,Medium,17,Wednesday,9,96.6,False,False,4,none,3.1,11.0,106.13
2025-05-03,2025-05-03 19:07:42,Zone_B,34,Floor,143.7,pallet_rack,3,0.0,Medium,19,Saturday,8,182.3,False,False,2,none,0.9,11.1,52.33
2025-04-04,2025-04-04 10:01:21,Zone_C,24,Mid,189.3,pallet_rack,18,6.0,Medium,10,Friday,43,49.5,False,False,2,none,13.9,9.1,79.25
2025-05-01,2025-05-01 08:40:43,Zone_A,9,High,39.9,pallet_rack,7,5.0,Low,8,Thursday,6,9.6,True,False,2,none,1.1,10.4,41.49
2025-10-23,2025-10-23 06:44:01,Zone_A,36,High,13.9,cold_storage,12,12.0,Medium,6,Thursday,66,67.0,True,True,1,none,1.3,4.7,133.31
2025-08-15,2025-08-15 23:49:51,Zone_A,19,High,26.6,cold_storage,8,0.0,Low,23,Friday,13,50.5,True,True,3,cold_gear,7.5,,102.37
2025-12-01,2025-12-01 09:18:56,Zone_B,3,Mid,219.1,pallet_rack,3,0.0,High,9,Monday,5,501.2,False,False,2,none,7.1,8.8,58.61
2025-09-04,2025-09-04 06:32:59,Zone_D,20,Mid,339.2,pallet_rack,2,0.0,Medium,6,Thursday,12,84.5,False,False,3,none,6.4,8.5,90.76
2025-12-30,2025-12-30 17:16:50,Zone_D,26,High,458.6,hazmat,0,2.0,Medium,17,Tuesday,1,44.4,True,False,2,hazmat_suit,19.9,11.2,98.34
2025-06-01,2025-06-01 21:23:12,Zone_B,46,High,177.3,bulk_floor,28,16.0,Medium,21,Sunday,5,45.2,True,False,3,none,1.4,10.1,217.58
2025-12-22,2025-12-22 20:35:00,Zone_A,12,Floor,112.0,pallet_rack,15,17.0,High,20,Monday,5,174.6,False,False,3,none,6.2,7.1,104.93
2025-07-10,2025-07-10 18:04:04,Zone_B,27,High,134.9,pallet_rack,25,7.0,Medium,18,Thursday,16,231.1,True,False,3,none,3.5,5.9,159.17
2025-07-28,2025-07-28 16:47:37,Zone_A,21,Floor,35.9,pallet_rack,23,10.0,Medium,16,Monday,9,30.4,False,False,2,none,2.1,7.3,47.09
2025-11-08,2025-11-08 17:46:18,Zone_B,13,Mid,158.4,cold_storage,26,7.0,High,17,Saturday,6,21.4,False,False,1,cold_gear,4.8,7.4,119.95
2025-01-21,2025-01-21 06:00:13,Zone_C,43,Floor,282.7,bulk_floor,20,14.0,Low,6,Tuesday,2,22.3,False,False,1,none,6.7,11.1,72.72
2025-05-29,2025-05-29 09:44:47,Zone_C,37,Floor,283.9,pallet_rack,34,16.0,Medium,9,Thursday,52,20.6,False,False,2,none,1.5,0.9,133.78
2025-04-09,2025-04-09 13:27:43,Zone_B,21,Mid,68.9,cold_storage,0,4.0,Medium,13,Wednesday,8,57.3,False,False,4,cold_gear,2.7,5.8,96.08
2025-03-26,2025-03-26 20:13:10,Zone_B,49,Mid,185.6,hazmat,34,13.0,Low,20,Wednesday,56,23.3,True,False,2,hazmat_suit,3.3,9.0,208.9
2025-02-26,2025-02-26 20:41:23,Zone_D,32,Mid,351.8,hazmat,27,3.0,High,20,Wednesday,7,54.3,True,False,4,hazmat_suit,0.2,9.8,267.84
2025-10-10,2025-10-10 22:21:29,Zone_A,46,Floor,48.3,bulk_floor,26,18.0,Medium,22,Friday,6,10.1,False,True,3,none,10.8,11.6,104.5
2025-03-15,2025-03-15 11:46:28,Zone_A,33,Mid,33.6,pallet_rack,20,9.0,High,11,Saturday,14,166.8,True,True,5,none,5.5,1.8,154.65
2025-04-16,2025-04-16 18:01:50,Zone_C,23,Mid,253.8,pallet_rack,20,11.0,High,18,Wednesday,34,91.1,False,False,4,none,7.9,9.2,123.63
2025-11-20,2025-11-20 16:34:59,Zone_A,7,Floor,68.3,bulk_floor,13,10.0,Medium,16,Thursday,39,372.8,False,False,4,none,8.4,6.5,101.34
2025-10-25,2025-10-25 08:48:16,Zone_D,28,Mid,354.8,pallet_rack,20,14.0,Medium,8,Saturday,21,5.6,False,False,2,none,4.0,5.1,111.94
2025-05-13,2025-05-13 09:25:50,Zone_C,39,High,244.5,pallet_rack,11,9.0,Low,9,Tuesday,37,44.6,True,False,5,none,19.2,5.4,93.33
2025-03-31,2025-03-31 10:18:44,Zone_C,46,Floor,357.4,pallet_rack,14,9.0,Medium,10,Monday,6,2.0,False,False,2,none,3.0,9.4,71.59
2025-08-07,2025-08-07 14:35:51,Zone_C,10,Floor,287.7,bulk_floor,12,5.0,Medium,14,Thursday,78,94.5,False,True,1,none,4.3,10.4,100.34
2025-09-28,2025-09-28 19:00:07,Zone_A,48,High,52.5,pallet_rack,11,7.0,Medium,19,Sunday,7,26.0,True,True,7,cold_gear,1.8,2.1,117.35
2025-02-20,2025-02-20 23:30:05,Zone_C,35,High,191.7,cold_storage,5,0.0,Medium,23,Thursday,10,734.1,True,False,5,cold_gear,6.2,1.1,133.21
2025-05-27,2025-05-27 18:45:54,Zone_A,22,Mid,74.3,hazmat,16,17.0,High,18,Tuesday,3,2121.7,True,False,7,hazmat_suit,8.8,11.0,227.43
2025-08-05,2025-08-05 09:00:51,Zone_A,42,Mid,7.2,pallet_rack,0,2.0,Medium,9,Tuesday,1,106.9,False,False,1,none,3.8,10.8,98.66
2025-01-20,2025-01-20 08:13:40,Zone_D,45,High,369.9,pallet_rack,14,7.0,High,8,Monday,6,42.2,True,True,3,none,12.4,5.8,135.47
2025-12-22,2025-12-22 15:28:28,Zone_A,7,Mid,7.1,pallet_rack,3,0.0,High,15,Monday,18,81.9,False,False,2,none,0.3,2.9,39.78
2025-01-31,2025-01-31 09:30:02,Zone_A,17,Mid,5.0,cold_storage,11,3.0,Medium,9,Friday,8,39.9,False,False,1,cold_gear,0.5,3.0,65.69
2025-07-29,2025-07-29 16:36:15,Zone_C,14,Floor,274.2,cold_storage,17,1.0,Medium,16,Tuesday,43,17.3,False,False,4,cold_gear,2.6,6.7,130.03
2025-06-03,2025-06-03 18:50:17,Zone_C,40,Floor,284.0,pallet_rack,13,0.0,Medium,18,Tuesday,37,231.6,True,False,1,none,3.1,10.2,75.09
2025-02-14,2025-02-14 06:05:37,Zone_D,35,Mid,455.9,hazmat,24,10.0,Medium,6,Friday,5,11.8,True,False,3,hazmat_suit,4.8,5.8,240.34
2025-11-24,2025-11-24 09:58:02,Zone_B,23,Floor,171.4,bulk_floor,7,4.0,High,9,Monday,9,56.3,False,False,5,none,0.7,11.6,109.4
2025-08-28,2025-08-28 18:49:09,Zone_A,21,Mid,93.2,pallet_rack,15,15.0,Medium,18,Thursday,2,121.7,False,False,6,none,12.1,3.6,112.1
2025-10-05,2025-10-05 16:03:13,Zone_C,49,Mid,302.2,pallet_rack,7,1.0,Low,16,Sunday,51,84.7,False,False,3,none,4.6,3.3,78.78
2025-07-03,2025-07-03 16:01:35,Zone_B,1,High,131.8,bulk_floor,25,20.0,High,16,Thursday,13,65.9,True,False,2,none,8.7,2.7,188.64
2025-01-07,2025-01-07 16:45:58,Zone_C,40,Floor,281.1,bulk_floor,24,15.0,Medium,16,Tuesday,6,74.8,False,False,2,none,3.3,6.1,106.67
2025-01-31,2025-01-31 10:55:16,Zone_C,48,Mid,310.2,pallet_rack,2,0.0,Low,10,Friday,14,26.0,False,False,6,none,2.7,10.1,81.38
2025-10-30,2025-10-30 12:58:27,Zone_B,26,Floor,162.1,hazmat,13,0.0,High,12,Thursday,26,71.3,True,False,8,hazmat_suit,4.3,1.9,165.2
2025-10-26,2025-10-26 19:16:32,Zone_B,21,Mid,212.9,pallet_rack,5,4.0,High,19,Sunday,60,109.6,False,False,3,none,14.4,7.6,82.41
2025-05-13,2025-05-13 17:55:33,Zone_B,14,Floor,199.4,pallet_rack,20,5.0,High,17,Tuesday,5,143.5,False,False,5,cold_gear,0.5,8.3,165.28
2025-12-11,2025-12-11 18:27:21,Zone_C,46,Floor,236.6,cold_storage,6,3.0,High,18,Thursday,6,37.4,False,False,7,cold_gear,4.3,2.6,122.14
2025-01-09,2025-01-09 09:22:34,Zone_B,48,Mid,144.4,pallet_rack,13,2.0,Low,9,Thursday,48,70.4,False,False,1,none,9.1,8.3,39.35
2025-11-27,2025-11-27 13:45:44,Zone_D,50,Floor,416.1,bulk_floor,20,18.0,Medium,13,Thursday,16,41.7,False,False,4,none,6.3,5.6,175.65
2025-01-13,2025-01-13 17:12:53,Zone_C,10,Mid,277.7,cold_storage,7,4.0,Medium,17,Monday,10,161.0,False,False,9,cold_gear,5.6,4.3,183.49
2025-07-22,2025-07-22 22:52:49,Zone_D,39,High,381.1,pallet_rack,25,5.0,Low,22,Tuesday,7,66.4,True,False,5,none,2.9,1.6,262.02
2025-10-06,2025-10-06 20:37:07,Zone_D,19,High,383.6,pallet_rack,16,16.0,Medium,20,Monday,20,715.3,True,True,2,cold_gear,16.3,4.5,160.84
2025-11-03,2025-11-03 16:14:51,Zone_B,43,Floor,173.0,pallet_rack,15,9.0,Medium,16,Monday,7,33.0,False,False,1,none,10.7,10.5,40.2
2025-09-02,2025-09-02 01:27:18,Zone_D,1,Floor,394.8,cold_storage,22,11.0,Low,1,Tuesday,5,80.3,False,True,4,cold_gear,18.1,5.9,188.82
2025-11-15,2025-11-15 23:02:13,Zone_D,31,High,430.7,cold_storage,25,6.0,High,23,Saturday,6,134.0,True,False,4,none,8.8,,258.78
2025-05-10,2025-05-10 19:01:09,Zone_B,38,Mid,142.0,pallet_rack,14,9.0,Medium,19,Saturday,4,96.4,False,False,7,none,0.9,3.6,139.31
2025-12-27,2025-12-27 21:42:00,Zone_B,39,Floor,142.9,bulk_floor,25,6.0,High,21,Saturday,11,783.0,False,False,3,none,8.2,7.4,132.08
2025-10-10,2025-10-10 13:01:37,Zone_C,49,Floor,163.2,pallet_rack,9,1.0,Low,13,Friday,25,18.8,True,False,6,none,0.5,11.9,97.11
2025-08-15,2025-08-15 05:17:32,Zone_A,45,High,70.5,pallet_rack,13,0.0,Medium,5,Friday,37,69.8,True,False,1,none,2.2,3.7,61.56
2025-08-15,2025-08-15 19:19:35,Zone_B,44,Mid,89.0,bulk_floor,2,0.0,Low,19,Friday,20,58.3,False,False,9,none,16.2,7.5,86.23
2025-08-15,2025-08-15 14:58:44,Zone_C,9,High,285.0,pallet_rack,20,17.0,Low,14,Friday,25,20.2,True,False,1,none,7.8,8.3,126.16
2025-06-27,2025-06-27 19:46:57,Zone_C,34,Floor,253.3,bulk_floor,8,4.0,Medium,19,Friday,20,78.8,False,True,3,none,10.2,9.0,71.62
2025-10-07,2025-10-07 23:24:12,Zone_D,50,Floor,425.2,pallet_rack,20,9.0,Medium,23,Tuesday,54,16.3,False,True,1,none,3.6,8.4,122.95
2025-10-06,2025-10-06 08:10:35,Zone_D,38,Mid,422.1,pallet_rack,12,10.0,Low,8,Monday,51,3.1,False,False,2,none,11.8,5.4,78.68
2025-03-28,2025-03-28 08:40:36,Zone_B,41,High,142.2,pallet_rack,9,10.0,High,8,Friday,2,418.0,True,False,1,none,2.0,3.7,70.34
2025-03-05,2025-03-05 05:09:43,Zone_A,12,High,35.9,pallet_rack,9,1.0,High,5,Wednesday,15,67.6,True,False,3,none,2.8,9.0,84.29
2025-07-13,2025-07-13 21:40:37,Zone_D,50,Mid,380.8,pallet_rack,19,21.0,Low,21,Sunday,1,673.4,False,False,3,none,4.6,8.2,149.33
2025-03-26,2025-03-26 08:15:21,Zone_B,11,Floor,112.1,pallet_rack,22,18.0,High,8,Wednesday,10,19.4,False,False,1,none,17.6,9.6,103.05
2025-02-22,2025-02-22 16:35:49,Zone_D,31,Floor,365.3,pallet_rack,7,0.0,Low,16,Saturday,5,601.5,True,True,5,none,2.1,10.0,105.07
2025-04-05,2025-04-05 09:24:23,Zone_A,19,High,39.1,bulk_floor,2,0.0,High,9,Saturday,2,245.0,True,False,2,hazmat_suit,4.4,6.0,67.54
2025-05-05,2025-05-05 23:59:31,Zone_A,21,Floor,19.3,pallet_rack,16,11.0,Low,23,Monday,12,82.0,False,False,1,none,8.5,1.1,19.59
2025-09-12,2025-09-12 15:46:31,Zone_B,13,Mid,174.9,cold_storage,12,7.0,High,15,Friday,27,132.3,False,True,2,none,0.2,9.4,143.65
2025-05-09,2025-05-09 19:30:01,Zone_B,5,High,201.7,pallet_rack,20,7.0,High,19,Friday,4,77.7,True,False,1,none,5.8,1.5,121.66
2025-09-01,2025-09-01 23:31:41,Zone_C,19,Mid,212.1,pallet_rack,11,0.0,Low,23,Monday,3,49.0,False,False,1,none,1.6,1.5,92.63
2025-06-04,2025-06-04 00:48:45,Zone_B,47,Mid,154.2,cold_storage,13,1.0,High,0,Wednesday,49,17.7,False,True,7,cold_gear,2.3,5.5,191.27
2025-12-19,2025-12-19 10:21:38,Zone_B,36,Mid,212.4,pallet_rack,15,8.0,High,10,Friday,4,490.5,False,False,2,none,3.9,8.4,81.45
2025-12-26,2025-12-26 16:54:27,Zone_D,4,Mid,447.4,pallet_rack,36,16.0,High,16,Friday,8,22.7,False,False,1,none,0.6,8.8,198.0
2025-07-20,2025-07-20 07:02:53,Zone_C,8,Mid,254.4,cold_storage,14,9.0,Low,7,Sunday,30,48.9,False,True,2,cold_gear,4.7,1.1,110.53
2025-03-05,2025-03-05 00:08:01,Zone_C,5,High,363.6,pallet_rack,23,16.0,Medium,0,Wednesday,2,10.1,True,False,1,none,0.3,10.5,178.09
2025-10-01,2025-10-01 00:17:24,Zone_A,39,Floor,85.2,pallet_rack,27,20.0,Medium,0,Wednesday,19,124.8,False,False,1,none,3.2,7.3,130.05
2025-11-13,2025-11-13 16:10:01,Zone_B,1,Mid,169.3,pallet_rack,16,6.0,Medium,16,Thursday,5,150.8,False,True,5,none,0.4,6.5,136.76
2025-07-25,2025-07-25 09:07:35,Zone_D,3,Mid,354.0,cold_storage,24,16.0,High,9,Friday,11,75.7,False,False,1,none,1.9,2.7,179.99
2025-04-28,2025-04-28 07:26:09,Zone_B,42,Floor,139.6,bulk_floor,30,15.0,High,7,Monday,19,169.0,False,False,5,none,7.7,9.8,148.53
2025-01-01,2025-01-01 09:27:46,Zone_D,14,Floor,491.5,cold_storage,3,5.0,Medium,9,Wednesday,5,178.7,False,False,2,cold_gear,0.8,4.7,139.23
2025-05-30,2025-05-30 19:35:52,Zone_C,27,Floor,328.6,pallet_rack,23,12.0,High,19,Friday,3,91.3,False,False,1,none,9.8,3.0,98.95
2025-09-17,2025-09-17 09:50:21,Zone_A,11,Floor,131.1,bulk_floor,7,4.0,Medium,9,Wednesday,1,66.7,False,False,4,none,7.9,11.4,72.66
2025-02-26,2025-02-26 19:48:02,Zone_B,7,High,185.4,bulk_floor,10,13.0,High,19,Wednesday,51,106.9,True,False,1,none,1.3,0.8,97.35
